GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
FOXP3	1.52	5	0.56	0.713	766	0.75	0.287	42	0.591
TMPRSS13	1.53	5	0.56	0.714	767	0.75	0.286	41	0.591
HPGD	1.53	5	0.57	0.715	768	0.75	0.285	40	0.591
EIF4E2	1.54	5	0.57	0.715	769	0.75	0.285	39	0.591
TRIM36	1.55	5	0.57	0.716	770	0.75	0.284	38	0.591
KIAA1671	1.58	5	0.58	0.718	771	0.752	0.282	37	0.591
CYP24A1	1.60	5	0.58	0.72	772	0.752	0.28	36	0.591
CCR1	1.62	5	0.59	0.722	773	0.752	0.278	35	0.591
ZSCAN31	1.64	5	0.59	0.724	774	0.752	0.276	34	0.591
FGF13	1.64	5	0.60	0.724	775	0.752	0.276	33	0.591
EIF2AK1	1.65	5	0.60	0.725	776	0.752	0.275	32	0.591
TMEM176A	1.65	5	0.60	0.725	777	0.752	0.275	31	0.591
PRR21	1.65	5	0.60	0.725	778	0.752	0.275	30	0.591
RSF1	1.66	5	0.60	0.726	779	0.752	0.274	29	0.591
OR52E6	1.70	5	0.61	0.729	780	0.754	0.271	28	0.591
CAB39L	1.74	5	0.62	0.732	781	0.757	0.268	27	0.591
EVC	1.75	5	0.62	0.733	782	0.757	0.267	26	0.591
PRPS2	1.82	5	0.64	0.74	783	0.762	0.26	25	0.591
GPR143	1.85	5	0.65	0.742	784	0.763	0.258	24	0.591
SHROOM4	1.85	5	0.65	0.742	785	0.763	0.258	23	0.591
IL2RG	1.87	5	0.66	0.744	786	0.763	0.256	22	0.591
MAML1	1.87	5	0.66	0.744	787	0.763	0.256	21	0.591
TRPM5	1.88	5	0.66	0.745	788	0.763	0.255	20	0.591
ACE2	1.90	5	0.66	0.747	789	0.763	0.253	19	0.591
HMGB3	1.92	5	0.67	0.748	790	0.763	0.252	18	0.591
LYSMD3	1.92	5	0.67	0.748	791	0.763	0.252	17	0.591
QKI	1.99	5	0.69	0.754	792	0.768	0.246	16	0.591
HSFY1	2.08	5	0.71	0.761	793	0.775	0.239	15	0.591
COL4A6	2.09	5	0.71	0.762	794	0.775	0.238	14	0.591
EP300	2.12	5	0.72	0.765	795	0.776	0.235	13	0.591
CDKN1A	2.22	5	0.75	0.773	796	0.783	0.227	12	0.591
SHROOM2	2.37	5	0.79	0.784	797	0.794	0.216	11	0.591
ZKSCAN8	2.46	5	0.81	0.791	798	0.8	0.209	10	0.591
LIMA1	2.60	5	0.85	0.801	799	0.809	0.199	9	0.591
AMER3	2.75	5	0.89	0.813	800	0.82	0.187	8	0.591
PNMA1	2.86	5	0.92	0.82	801	0.826	0.18	7	0.591
C11orf42	2.91	5	0.93	0.824	802	0.829	0.176	6	0.591
FANCA	2.96	5	0.94	0.827	803	0.831	0.173	5	0.591
DSG4	3.02	5	0.96	0.831	804	0.834	0.169	4	0.591
UGT1A7	3.06	5	0.97	0.833	805	0.836	0.167	3	0.591
SS18	3.72	5	1.14	0.873	806	0.874	0.127	2	0.591
MED12	8.23	5	2.33	0.99	807	0.99	0.00991	1	0.591
