GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
UCN2	1.75	5	0.70	0.757	758	0.805	0.243	50	0.69
SYTL4	1.75	5	0.70	0.757	759	0.805	0.243	49	0.69
ARID3A	1.79	5	0.71	0.761	760	0.806	0.239	48	0.69
MFHAS1	1.79	5	0.71	0.761	761	0.806	0.239	47	0.69
ALS2CL	1.80	5	0.71	0.761	762	0.806	0.239	46	0.69
EYS	1.87	5	0.73	0.767	763	0.812	0.233	45	0.69
RNF220	1.90	5	0.74	0.77	764	0.813	0.23	44	0.69
LMO4	1.96	5	0.75	0.774	765	0.817	0.226	43	0.69
DENND6A	1.80	4	0.77	0.779	766	0.818	0.221	42	0.69
POLI	2.03	5	0.77	0.78	767	0.818	0.22	41	0.69
chr18_11	0.91	1	0.77	0.781	768	0.818	0.219	40	0.69
OGFOD1	2.05	5	0.78	0.781	769	0.818	0.219	39	0.69
OR8S1	2.06	5	0.78	0.782	770	0.818	0.218	38	0.69
TCF7	2.06	5	0.78	0.782	771	0.818	0.218	37	0.69
chr4_2	0.92	1	0.78	0.783	772	0.818	0.217	36	0.69
LIG1	2.09	5	0.79	0.784	773	0.819	0.216	35	0.69
AXIN2	2.27	5	0.84	0.799	774	0.832	0.201	34	0.69
ETV3L	2.29	5	0.84	0.8	775	0.832	0.2	33	0.69
SFMBT1	2.29	5	0.84	0.8	776	0.832	0.2	32	0.69
CH25H	2.32	5	0.85	0.802	777	0.833	0.198	31	0.69
RXFP4	2.36	5	0.86	0.805	778	0.835	0.195	30	0.69
CTSS	2.41	5	0.87	0.809	779	0.837	0.191	29	0.69
SMAD2	2.42	5	0.88	0.809	780	0.837	0.191	28	0.69
COL4A6	2.44	5	0.88	0.811	781	0.837	0.189	27	0.69
DSG4	2.45	5	0.88	0.811	782	0.837	0.189	26	0.69
PROX1	2.46	5	0.89	0.812	783	0.837	0.188	25	0.69
ERICH5	2.49	5	0.89	0.815	784	0.838	0.185	24	0.69
LFNG	2.62	5	0.93	0.823	785	0.845	0.177	23	0.69
GRP	2.62	5	0.93	0.823	786	0.845	0.177	22	0.69
LIMA1	2.69	5	0.95	0.828	787	0.849	0.172	21	0.69
KIAA1522	2.75	5	0.96	0.832	788	0.852	0.168	20	0.69
LYSMD3	2.78	5	0.97	0.834	789	0.852	0.166	19	0.69
C3orf67	2.78	5	0.97	0.834	790	0.852	0.166	18	0.69
PRRC2A	2.83	5	0.98	0.837	791	0.854	0.163	17	0.69
SS18	3.15	5	1.07	0.857	792	0.874	0.143	16	0.69
MEF2D	3.28	5	1.10	0.865	793	0.88	0.135	15	0.69
GNA11	3.37	5	1.13	0.87	794	0.884	0.13	14	0.69
KRT23	3.50	5	1.16	0.877	795	0.891	0.123	13	0.69
MAML1	3.58	5	1.18	0.882	796	0.894	0.118	12	0.69
SHROOM2	3.68	5	1.21	0.887	797	0.898	0.113	11	0.69
HSBP1	3.81	5	1.24	0.893	798	0.903	0.107	10	0.69
CANT1	4.10	5	1.32	0.907	799	0.916	0.0933	9	0.69
EIF4E2	4.51	5	1.43	0.923	800	0.931	0.0767	8	0.69
QKI	5.99	5	1.82	0.966	801	0.973	0.0344	7	0.69
HMGB3	6.08	5	1.84	0.967	802	0.973	0.0326	6	0.69
CDKN1A	7.91	5	2.33	0.99	803	0.995	0.00993	5	0.69
RSF1	8.24	5	2.41	0.992	804	0.996	0.00789	4	0.69
EP300	11.36	5	3.24	0.999	805	1	0.000598	3	0.161
ZKSCAN8	11.81	5	3.36	1	806	1	0.000389	2	0.157
MED12	31.71	5	8.62	1	807	1	3.23e-18	1	2.61e-15
